3,100,airport10,600,16198,122.748618,61.133527,2,1
3,100,airport8,600,15350,123.144363,61.382231,2,1
3,100,airport11,600,15071,123.308051,61.026776,2,1
3,100,airport4,600,18153,123.245138,61.365705,2,1
3,100,airport19,600,19601,123.317360,61.362348,2,1
3,100,airport14,600,14267,123.370689,61.039031,2,1
3,100,airport15,600,20387,123.717909,61.343489,2,1
3,100,airport16,600,14875,123.709610,61.182487,2,1
